Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/07/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.486
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,The Princess Alexandra Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWH,East and North Hertfordshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,Mid and South Essex NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RGP,James Paget University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,East Suffolk and North Essex NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,West Suffolk NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAL,Royal Free London NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAN,Royal National Orthopaedic Hospital NHS Trust,Paediatric intensive care occupancy rate,Other,0.43
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RKE,Whittington Health NHS Trust,Paediatric intensive care occupancy rate,Type 1,1
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0.907
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP6,Moorfields Eye Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,University College London Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,Barts Health NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.759
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,Homerton Healthcare NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,R1K,London North West University Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,The Hillingdon Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.474
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RYJ,Imperial College Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.638
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.539
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,Lewisham and Greenwich NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,King's College Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.601
01/07/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,Kingston Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,Croydon Health Services NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,St George's University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.463
01/07/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RPY,The Royal Marsden NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,Epsom and St Helier University Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.924
01/07/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,University Hospitals Birmingham NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,Walsall Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,The Royal Wolverhampton NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,The Dudley Group NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,South Warwickshire NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,George Eliot Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,Wye Valley NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,Worcestershire Acute Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,University Hospitals of Leicester NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.858
01/07/2025,Provider,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,United Lincolnshire Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,Kettering General Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNS,Northampton General Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RX1,Nottingham University Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.645
01/07/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RXW,The Shrewsbury and Telford Hospital NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,University Hospitals of North Midlands NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.602
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCD,Harrogate and District NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RWA,Hull University Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,South Tyneside and Sunderland NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,North Cumbria Integrated Care NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RR7,Gateshead Health NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.684
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,Northumbria Healthcare NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,South Tees Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,North Tees and Hartlepool NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,County Durham and Darlington NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RCU,Sheffield Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.565
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,Barnsley Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFR,The Rotherham NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCF,Airedale NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RR8,Leeds Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0.578
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RWY,Calderdale and Huddersfield NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RXF,Mid Yorkshire Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBS,Alder Hey Children's NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.588
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REM,Liverpool University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REP,Liverpool Women's NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RET,The Walton Centre NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJN,East Cheshire NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJR,Countess of Chester Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,R0A,Manchester University NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.644
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RBV,The Christie NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RM3,Northern Care Alliance NHS Ft,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMC,Bolton NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RWJ,Stockport NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXR,East Lancashire Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RHW,Royal Berkshire NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RTH,Oxford University Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.48
01/07/2025,Provider,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RXQ,Buckinghamshire Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,RDU,Frimley Health NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,R1F,Isle of Wight NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHM,University Hospital Southampton NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.808
01/07/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHU,Portsmouth Hospitals University National Health Service Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RN5,Hampshire Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,Dartford and Gravesham NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,Medway NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,East Kent Hospitals University NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,Maidstone and Tunbridge Wells NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RA2,Royal Surrey County Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RTP,Surrey and Sussex Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RPC,Queen Victoria Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Other,0
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RXC,East Sussex Healthcare NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RYR,University Hospitals Sussex NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,Royal United Hospitals Bath NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,Great Western Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,Salisbury NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0.758
01/07/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RVJ,North Bristol NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,Royal Cornwall Hospitals NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,Torbay and South Devon NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,Royal Devon University Healthcare NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,RK9,University Hospitals Plymouth NHS Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,University Hospitals Dorset NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,Dorset County Hospital NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,Gloucestershire Hospitals NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,Provider,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,Somerset NHS Foundation Trust,Paediatric intensive care occupancy rate,Type 1,0
01/07/2025,National,[z],[z],ENG,England,Neonatal intensive care beds available,Type 1,1732
01/07/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,Neonatal intensive care beds available,Type 1,189
01/07/2025,Region,LONDON,[z],Y56,London,Neonatal intensive care beds available,Type 1,378
