Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,East Kent Hospitals University NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.350202429
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,Maidstone and Tunbridge Wells NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.316139767
01/01/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RA2,Royal Surrey County Hospital NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.305122494
01/01/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.251815981
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RTP,Surrey and Sussex Healthcare NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.381846635
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RPC,Queen Victoria Hospital NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Other,0.173913043
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RXC,East Sussex Healthcare NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.338215712
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RYR,University Hospitals Sussex NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.396249244
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,Royal United Hospitals Bath NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.31884058
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,Great Western Hospitals NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.218518519
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,Salisbury NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.323076923
01/01/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.308700834
01/01/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RVJ,North Bristol NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.337733773
01/01/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,Royal Cornwall Hospitals NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.312703583
01/01/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,Torbay and South Devon NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.193121693
01/01/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,Royal Devon University Healthcare NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.222113503
01/01/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,RK9,University Hospitals Plymouth NHS Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.260824742
01/01/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,University Hospitals Dorset NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.355491329
01/01/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,Dorset County Hospital NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.342507645
01/01/2025,Provider,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,Gloucestershire Hospitals NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.30551817
01/01/2025,Provider,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,Somerset NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 14 or more days,Type 1,0.30190678
01/01/2025,National,[z],[z],ENG,England,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.207742805
01/01/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.181149935
01/01/2025,Region,LONDON,[z],Y56,London,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.249905224
01/01/2025,Region,MIDLANDS,[z],Y60,Midlands,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.1724846
01/01/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.204111873
01/01/2025,Region,NORTH WEST,[z],Y62,North West,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.244953299
01/01/2025,Region,SOUTH EAST,[z],Y59,South East,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.217336186
01/01/2025,Region,SOUTH WEST,[z],Y58,South West,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.182897862
01/01/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.177206393
01/01/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.209763948
01/01/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.168435013
01/01/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.171686747
01/01/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.204248366
01/01/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.146461538
01/01/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.281627179
01/01/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.231780167
01/01/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.260457516
01/01/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.228904572
01/01/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.254476909
01/01/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.215035699
01/01/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.14973262
01/01/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.202657807
01/01/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.136580201
01/01/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.148672566
01/01/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.150747238
01/01/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.146137787
01/01/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.224680851
01/01/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.188235294
01/01/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.116644823
01/01/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.1704
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.197234352
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.20009745
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.179046383
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.232834402
01/01/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.280137117
01/01/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.242003046
01/01/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.183850036
01/01/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.146262189
01/01/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.282666667
01/01/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.205975842
01/01/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.217006541
01/01/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.213049268
01/01/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.259567388
01/01/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.163734777
01/01/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.204805492
01/01/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.203583062
01/01/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.137188687
01/01/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.237920937
01/01/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.192462988
01/01/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.185381356
01/01/2025,National,[z],[z],ENG,England,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.207606701
01/01/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.18121536
01/01/2025,Region,LONDON,[z],Y56,London,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.250334076
01/01/2025,Region,MIDLANDS,[z],Y60,Midlands,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.173706799
01/01/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.204111873
01/01/2025,Region,NORTH WEST,[z],Y62,North West,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.240576979
01/01/2025,Region,SOUTH EAST,[z],Y59,South East,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.217178108
01/01/2025,Region,SOUTH WEST,[z],Y58,South West,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.182897862
01/01/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.177206393
01/01/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.208149239
01/01/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.168435013
01/01/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.171686747
01/01/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.204248366
01/01/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.146461538
01/01/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.281104034
01/01/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.231780167
01/01/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.260457516
01/01/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.228904572
01/01/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.255691769
01/01/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.210526316
01/01/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.14973262
01/01/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.202657807
01/01/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.136580201
01/01/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.148672566
01/01/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.150747238
01/01/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.146137787
01/01/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.224680851
01/01/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.188235294
01/01/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.158803222
01/01/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.1704
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.197234352
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.20009745
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.179046383
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.232834402
01/01/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.27400677
01/01/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.234978739
01/01/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.183850036
01/01/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.146262189
01/01/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.282666667
01/01/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.205975842
01/01/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.217006541
01/01/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.213049268
01/01/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.257931603
01/01/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.163734777
01/01/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.204805492
01/01/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.203583062
01/01/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.137188687
01/01/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.237920937
01/01/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.192462988
01/01/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,All Type,0.185381356
01/01/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,Bedfordshire Hospitals NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.154798762
01/01/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.223404255
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Other,0.190751445
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.179621849
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,% occupied G&A beds occupied by patients with a length of stay of - 21 or more days,Type 1,0.24122807
